11.88
12.33
12.33
12.65
12.73
12.92
12.86
12.78
12.76
12.34
12.29
12.34
12.56
12.56
12.47
12.01
11.99
12.25
12.48
12.53
12.82
12.67
12.46
12.34
12.82
12.92
13
12.41
12.29
12.47
12.54
12.48
12.34
12.44
12.4
12.39
12.36
12.52
12.65
12.38
